Point No,Type,Block No,Block Name,Longitude,Latitude,Easting UTM,Northing UTM,UTM Zone,Azimuth (deg),Distance (m),Elevation (m),Verified,Remarks
P525,vertex,2,Block 2,85.0569760,27.4165985,307916.63,3034078.80,45,327.54,20.00,461.00,No,
P526,interpolated,2,Block 2,85.0568672,27.4167503,307906.13,3034095.79,45,327.54,20.00,461.00,No,
P527,interpolated,,,85.0567584,27.4169021,307895.64,3034112.78,45,327.54,9.06,458.00,No,
P528,vertex,2,Block 2,85.0567092,27.4169708,307890.89,3034120.47,45,313.16,20.00,458.00,No,
P529,interpolated,2,Block 2,85.0565614,27.4170939,307876.49,3034134.34,45,313.16,20.00,466.00,No,
P530,interpolated,2,Block 2,85.0564136,27.4172169,307862.09,3034148.19,45,313.16,20.00,467.00,No,
P531,interpolated,,,85.0562658,27.4173399,307847.69,3034162.05,45,313.16,20.00,472.00,No,
P532,interpolated,2,Block 2,85.0561180,27.4174630,307833.29,3034175.92,45,313.16,2.53,471.00,No,
P533,vertex,,,85.0560993,27.4174785,307831.46,3034177.66,45,324.17,20.00,471.00,No,
P534,interpolated,2,Block 2,85.0559807,27.4176244,307819.99,3034194.01,45,324.17,20.00,465.00,No,
P535,interpolated,2,Block 2,85.0558621,27.4177702,307808.52,3034210.35,45,324.17,20.00,465.00,No,
P536,interpolated,,,85.0557435,27.4179160,307797.04,3034226.69,45,324.17,20.00,470.00,No,
P537,interpolated,2,Block 2,85.0556249,27.4180619,307785.57,3034243.04,45,324.17,3.55,466.00,No,
P538,vertex,2,Block 2,85.0556038,27.4180878,307783.53,3034245.94,45,325.63,20.00,466.00,No,
P539,interpolated,,,85.0554894,27.4182362,307772.47,3034262.56,45,325.63,20.00,472.00,No,
P540,interpolated,,,85.0553750,27.4183847,307761.42,3034279.19,45,325.63,20.00,463.00,No,
P541,interpolated,,,85.0552606,27.4185331,307750.36,3034295.81,45,325.63,20.00,463.00,No,
P542,interpolated,,,85.0551462,27.4186816,307739.31,3034312.44,45,325.63,6.63,457.00,No,
P543,vertex,,,85.0551083,27.4187308,307735.65,3034317.95,45,0.01,20.00,457.00,No,
P544,interpolated,2,Block 2,85.0551084,27.4189107,307735.97,3034337.89,45,0.01,20.00,457.00,No,
P545,interpolated,2,Block 2,85.0551084,27.4190905,307736.28,3034357.81,45,0.01,20.00,461.00,No,
P546,interpolated,,,85.0551084,27.4192704,307736.59,3034377.74,45,0.01,20.00,457.00,No,
P547,interpolated,,,85.0551084,27.4194503,307736.90,3034397.68,45,0.01,10.30,457.00,No,
P548,vertex,2,Block 2,85.0551085,27.4195429,307737.07,3034407.94,45,23.64,20.00,455.00,No,
P549,interpolated,,,85.0551897,27.4197077,307745.39,3034426.07,45,23.64,20.00,457.00,No,
P550,interpolated,2,Block 2,85.0552710,27.4198725,307753.71,3034444.21,45,23.64,20.00,461.00,No,
P551,interpolated,2,Block 2,85.0553522,27.4200372,307762.02,3034462.33,45,23.64,20.00,461.00,No,
P552,interpolated,2,Block 2,85.0554335,27.4202020,307770.35,3034480.46,45,23.64,20.00,461.00,No,
P553,interpolated,,,85.0555147,27.4203668,307778.66,3034498.60,45,23.64,20.00,468.00,No,
P554,interpolated,2,Block 2,85.0555960,27.4205316,307786.99,3034516.73,45,23.64,11.42,468.00,No,
P555,vertex,2,Block 2,85.0556424,27.4206256,307791.74,3034527.08,45,257.02,20.00,472.00,No,
P556,interpolated,,,85.0554449,27.4205852,307772.14,3034522.91,45,257.02,20.00,474.00,No,
P557,interpolated,,,85.0552474,27.4205448,307752.54,3034518.74,45,257.02,10.20,474.00,No,
P558,vertex,2,Block 2,85.0551467,27.4205242,307742.55,3034516.61,45,239.05,20.00,471.00,No,
P559,interpolated,,,85.0549730,27.4204317,307725.22,3034506.63,45,239.05,20.00,471.00,No,
P560,interpolated,,,85.0547992,27.4203392,307707.87,3034496.65,45,239.05,20.00,474.00,No,
P561,interpolated,2,Block 2,85.0546254,27.4202467,307690.52,3034486.67,45,239.05,20.00,469.00,No,
P562,interpolated,,,85.0544517,27.4201542,307673.19,3034476.69,45,239.05,7.76,469.00,No,
P563,vertex,2,Block 2,85.0543842,27.4201183,307666.45,3034472.81,45,253.82,20.00,469.00,No,
P564,interpolated,2,Block 2,85.0541896,27.4200682,307647.12,3034467.56,45,253.82,20.00,472.00,No,
P565,interpolated,2,Block 2,85.0539950,27.4200181,307627.80,3034462.31,45,253.82,20.00,474.00,No,
P566,interpolated,2,Block 2,85.0538004,27.4199680,307608.47,3034457.06,45,253.82,20.00,475.00,No,
P567,interpolated,2,Block 2,85.0536058,27.4199179,307589.14,3034451.81,45,253.82,20.00,475.00,No,
P568,interpolated,2,Block 2,85.0534112,27.4198678,307569.81,3034446.56,45,253.82,20.00,470.00,No,
P569,interpolated,,,85.0532166,27.4198176,307550.48,3034441.30,45,253.82,1.46,465.00,No,
P570,vertex,,,85.0532024,27.4198140,307549.07,3034440.92,45,330.95,20.00,465.00,No,
P571,interpolated,2,Block 2,85.0531041,27.4199712,307539.63,3034458.49,45,330.95,18.74,465.00,No,
P572,vertex,2,Block 2,85.0530119,27.4201186,307530.76,3034474.97,45,0.01,20.00,457.00,No,
P573,interpolated,2,Block 2,85.0530119,27.4202984,307531.08,3034494.89,45,0.01,20.00,457.00,No,
P574,interpolated,,,85.0530119,27.4204783,307531.39,3034514.82,45,0.01,20.00,457.00,No,
P575,interpolated,2,Block 2,85.0530120,27.4206581,307531.71,3034534.75,45,0.01,11.49,454.00,No,
P576,vertex,2,Block 2,85.0530120,27.4207615,307531.89,3034546.20,45,33.70,20.00,454.00,No,
P577,interpolated,2,Block 2,85.0531244,27.4209111,307543.26,3034562.61,45,33.70,20.00,455.00,No,
P578,interpolated,,,85.0532368,27.4210608,307554.64,3034579.02,45,33.70,20.00,455.00,No,
P579,interpolated,2,Block 2,85.0533493,27.4212104,307566.02,3034595.42,45,33.70,7.83,455.00,No,
P580,vertex,2,Block 2,85.0533933,27.4212690,307570.47,3034601.85,45,30.97,20.00,455.00,No,
P581,interpolated,,,85.0534975,27.4214232,307581.04,3034618.77,45,30.97,20.00,455.00,No,
P582,interpolated,,,85.0536018,27.4215774,307591.62,3034635.70,45,30.97,20.00,458.00,No,
P583,interpolated,,,85.0537061,27.4217316,307602.20,3034652.62,45,30.97,5.82,461.00,No,
P584,vertex,,,85.0537364,27.4217765,307605.28,3034657.55,45,16.40,20.00,461.00,No,
P585,interpolated,2,Block 2,85.0537937,27.4219490,307611.24,3034676.57,45,16.40,20.00,466.00,No,
P586,interpolated,2,Block 2,85.0538509,27.4221216,307617.20,3034695.61,45,16.40,20.00,472.00,No,
